followers_count,following_count,tweet_count,listed_count
3358118,1047,89767,21322
61185,3942,38029,1285
25558784,11,24081,18005
469692,254,72230,2398
133956,4701,24534,1349
4148152,170,645008,1930
4362682,296,1013968,29061
272404,1628,102269,3912
47597,2581,527,75
1282503,586,37861,7316
62223,45,81444,170
1645767,375,616293,2907
4406786,697,238914,6671
230456,3928,292038,4957
192175,7738,11796,4537
1610964,482,250946,914
13898307,93,491500,48741
300474,5207,30613,729
593012,3273,33193,6574
76367,244,25926,1399
2802,1014,116,27
41896,1676,62771,242
1374107,1026,382163,22885
22393,719,81672,463
1282519,586,37861,7314
95275,73681,102289,94
18952264,8,4074,24109
300474,5207,30613,729
3409775,24097,22774,14486
5082353,2191,522042,3226
399218,894,12814,2029
6878,4521,37181,188
25558882,11,24081,18002
1999268,3256,51345,21547
440401,3534,20425,5080
1923394,116,48239,951
237298,6376,124509,1334
53997,2716,16030,1369
7764765,240,304635,55975
626848,993,112429,8351
2487018,1070,21456,8518
399218,894,12814,2029
15803487,6821,318026,104338
3409775,24097,22774,14486
315506,569,80561,1600
39650,6066,19044,387
1318628,791,81125,9475
458652,2185,24179,1549
968595,65109,332493,3190
89144,7231,75249,2318
3137,4255,25277,101
95131,555,109871,187
10623104,4624,19572,51621
3760477,1,122612,4972
5120,2062,27675,158
4405493,459,5719,10301
3271441,1,87379,662
1365195,5991,40317,4521
9455,1540,6780,327
1270054,7911,41911,9198
7765032,23,522209,30014
72319,879,4056,94
7765048,23,522209,30011
12523731,39,397050,4932
10469234,1060,745902,69118
2648915,2395,23712,5852
35706,2758,202543,147
209681,3834,377579,1601
1270056,7911,41911,9198
73698,5204,254720,304
3264417,865,12028,1613
25558880,11,24081,18002
880851,7528,362296,7221
544189,2192,200145,2724
23305,2927,36379,223
1482020,247,28006,3402
163875,1843,44405,2364
1318626,791,81125,9475
867230,5959,10050,6717
69471,674,3234,852
711379,5506,21437,4932
2033948,254,75943,5621
19832271,1065,371519,125434
4362705,296,1013972,29063
524830,7526,39474,4133
111409,1952,59658,1657
2930357,1618,49389,11699
89141,7231,75249,2318
223360,7695,20074,806
4385375,2547,16054,17241
1539803,949,12460,5165
22,66,871,0
2147058,1084,206068,30858
17471210,488,384682,65499
99510,5608,141896,1500
455552,1487,94221,3992
5837545,10,18634,20172
1403387,6792,347053,9394
403315,2455,67408,2366
172872,300,46439,313
1549444,71,18948,3609
43467,32855,367378,114
8618331,590,335152,55916
2760713,3782,8030,7868
175644,118995,443225,185
130092,2122,29002,527
397681,1806,283575,3394
269769,98594,47599,1363
15674,979,107008,314
99509,5608,141896,1500
5908200,300,17906,22469
306595,1079,71389,1067
198615,758,43163,3678
68468,3322,198301,1697
8339,2913,8355,65
266800,4809,55837,2316
78617112,2431,32739,28625
52895956,878,471185,215269
25558880,11,24081,18001
963,1806,1513,8
737813,1460,103477,6411
1128216,1782,23419,3799
17471231,488,384682,65501
755177,437,39771,4088
56438,3165,23542,731
2431945,616,30298,8171
289868,1582,352275,3150
766844,711,150638,6510
58043897,1104,373135,154323
8328906,1062,974062,8213
25558880,11,24081,18001
2354951,5046,41386,13746
1073619,88725,305212,4636
23071,7362,55933,493
1587976,110,158844,9293
8328963,1062,974062,8212
1318604,791,81125,9475
2707083,1460,7530,23054
3752756,226,454981,10757
2431945,616,30298,8171
166234,743,121885,1115
683782,882,39311,2167
52895963,878,471186,215269
549609,460,97860,4002
3623870,6824,76012,33778
31466578,959,13378,42393
11398,3507,15883,325
1172776,209,3231,5679
28397,714,4350,534
2229385,0,11181,13143
137126,1332,28105,237
119726,722,58682,1174
146433,68100,97303,472
470668,737,3048,3187
1270003,7911,41911,9200
106896,2065,22917,209
578152,2005,14519,3246
64112,55968,37293,55
818478,1395,118044,4318
219275,3351,7255,1055
58043748,1104,373135,154329
3343950,10478,257208,25477
1221844,1637,109921,11149
5837586,10,18634,20172
935382,554,96522,18121
539103,17491,157418,2916
176564,4906,103978,1281
58043946,1104,373136,154331
58044119,1104,373136,154325
1822234,5007,17099,590
1282540,586,37861,7314
532612,903,236935,1156
4699509,790,278933,30208
1758845,195434,51362,5227
397930,3115,19748,3311
237300,6376,124509,1334
87885,1032,66155,1141
152264,4293,63397,851
4183028,431,50815,13852
880826,7528,362296,7219
237298,6376,124509,1335
773872,120447,121885,3296
1691953,5716,269050,18727
3163155,971,14595,17870
2550227,4457,35134,8533
7765067,23,522213,30014
68243,543,77423,1529
8618376,590,335153,55916
43242,98,17541,220
25148234,1216,852689,133974
1758845,195434,51362,5227
3757178,932,432467,9517
773891,120448,121885,3297
10623110,4624,19572,51621
31168,31165,30847,54
1245682,804,81893,7320
1044269,1062,375591,1729
74243,3854,23218,714
899689,17,115111,9961
78845,2828,18781,952
81317,4055,48209,1896
737824,1460,103477,6411
737824,1460,103477,6411
2789620,964,18835,8326
3578,1093,22855,59
319338,2602,315022,3251
4914598,3,56655,21720
2040,940,11765,81
36451854,18,345719,131157
19157087,1714,426713,106503
23510,3869,11359,1008
474053,479,7086,1951
58043974,1104,373136,154331
31466643,959,13378,42397
177773,1365,413537,2865
1073653,88728,305212,4636
1340416,4124,912940,6817
766844,711,150638,6507
867129,482,24608,2562
8929375,67764,230371,70161
58044147,1104,373136,154325
21342,893,13770,239
25148237,1216,852690,133974
68279,149,16663,217
223361,7695,20074,806
3327985,1296,262764,15674
1212108,423,77936,5471
10497,1007,10018,163
361571,1250,65641,2065
1071389,1579,16340,5955
649440,2349,151761,2091
1449445,3473,53718,4036
1449445,3473,53718,4036
10623111,4624,19572,51621
349450,3789,78797,5314
556355,723,176908,2579
183787,135655,133947,331
164133,34987,250012,207
6562,987,50268,86
226301,35,66085,4967
29619,2254,33817,306
272455,1628,102207,3923
52896131,878,471187,215267
2463828,3078,16155,7078
2930381,1618,49389,11699
4362735,296,1013976,29063
22862,985,7089,167
58044159,1104,373136,154325
13730062,369,273573,48164
336065,2461,145344,8714
286041,11987,204079,2930
10243309,372,797359,5853
25558882,11,24081,18001
472152,612,32062,2635
2430887,1490,159498,21257
179658,3316,33755,2215
127503,13340,128702,441
26255,925,58534,585
3966,3955,19156,5
3139735,33,6890,7226
737824,1460,103477,6411
6377615,4564,28467,32695
1841031,675,121905,17389
182217,1114,79705,2462
2147064,1084,206068,30858
81317,4055,48209,1896
2026841,1183,352169,13287
935392,554,96522,18123
5878325,59,14485,11662
4061619,1035,7224,8385
425544,641,22833,3489
5139461,5390,36675,15288
548459,1627,25420,308
6265,2708,9280,241
21085,2442,39817,290
2479,1153,59986,9
1598198,523,263114,1046
1128216,1782,23419,3799
1707996,296,542871,2078
581952,1967,10531,5160
297412,56378,110932,5497
284287,1554,254988,1390
237301,6376,124509,1335
1270047,7911,41911,9200
935553,17,121446,8187
2788794,964,18836,8328
718430,1689,99320,5405
10271,8941,80853,73
4699496,790,278933,30207
2752966,1891,14342,8101
36452230,18,345719,131139
787042,2807,14188,3444
156845,2964,3837,3181
2837855,6,28000,10282
18447,16552,36691,28
4183130,431,50815,13858
641084,541,41972,11825
123304,23229,98159,204
111410,1952,59658,1657
171283,3686,81506,2048
718461,1689,99320,5404
58044197,1104,373137,154331
4362740,296,1013981,29061
175490,4329,4567,936
917795,45105,123000,2903
1041876,162,4792,7052
2681526,480,18797,6298
126911,1460,31918,1059
960637,3261,179277,5711
361105,2084,27227,2299
102307,684,23931,500
756848,12528,31029,1072
2040,1964,64992,16
554220,355,81471,1620
236613,9047,34199,2298
131804,1793,22085,2097
4378947,338,211821,21970
40025481,733,134154,44421
152272,4293,63397,851
2742757,1290,238487,9880
425673,2997,47383,1258
195861,4903,39331,1185
166790,1979,28817,1551
594967,1391,32835,1358
1340418,4124,912940,6818
1073612,88727,305212,4636
4810224,565,183777,5533
2354975,5046,41386,13746
3409780,24097,22774,14488
4405604,459,5720,10300
1860784,989,79913,21327
1519200,542,444691,580
100195,266,7013,1366
97820,28665,115867,149
412190,2362,78830,139
3623872,6824,76012,33778
502545,1592,102836,697
52896234,878,471194,215269
296984,1252,11960,2636
8929378,67764,230371,70161
15181,1841,11835,187
8328985,1062,974064,8213
3343954,10478,257208,25478
455558,1487,94222,3992
69084,2052,23455,2138
7404362,430,13028,24637
1482068,247,28006,3403
968657,65110,332506,3191
470685,737,3048,3187
6245441,670,774616,8843
390974,5708,476193,406
85780,1199,55215,1265
7965265,2027,148001,17269
502096,487,99614,5098
25558879,11,24081,18001
33620,1700,13465,756
2361405,1,5801,4760
739,17,6,16
63041649,121,77774,193044
32044,9519,5360,797
490767,917,163475,4238
2354974,5046,41386,13746
2550300,4457,35134,8536
25148420,1216,852694,133978
418657,1112,36123,1007
10243331,372,797359,5853
17931,14279,97815,31
82385,245,8834,2639
58044227,1104,373137,154331
47459,2088,149202,735
111409,1952,59658,1657
4632524,1628,361462,43594
1318619,791,81126,9475
2431926,616,30298,8173
456720,2466,97492,10058
3540947,567,305101,37378
68902,1014,210354,1616
455558,1487,94222,3992
2930400,1618,49389,11699
87287,2697,7256,1011
157902,3367,148426,3942
10217284,1556,18151,23712
175650,119005,443251,185
19832417,1065,371521,125435
451177,1549,51725,1006
1270047,7911,41911,9200
2789618,964,18836,8326
370294,82,32084,6288
175697,5554,85418,1197
3409804,24097,22774,14489
14182,1498,63344,515
7882,6981,14896,170
1590331,488,14285,15356
318291,3771,165375,6425
719322,12767,11110,6196
1318619,791,81126,9475
61454,3412,113616,443
38131,1159,19140,542
19157096,1714,426714,106503
64031,4448,31396,511
34147413,48,8195,39065
718438,1689,99320,5405
19021210,520,392410,105828
456723,2466,97492,10059
268123,6042,182175,4854
751027,599,57230,4736
1491829,680,29551,15086
1153947,629,7079,2187
168671,5166,26370,1058
1691934,5716,269051,18728
19907,1930,9431,138
23582,7457,23475,594
7765137,23,522214,30008
939969,250931,21227,2591
10623120,4624,19572,51621
52896393,878,471194,215269
184117,2294,220973,1672
88760,998,13606,53
115362,10757,122985,633
787046,2807,14188,3444
6312532,2925,307326,21113
1645840,375,616293,2907
455610,3571,103718,4043
1948046,1698,100457,8217
2654581,10993,469942,20719
52896417,878,471194,215267
2176223,24,25361,2543
253267,1225,54306,2883
49880,23977,8794,507
1419173,4768,207022,11913
90846,48,5377,55
309067,1502,93711,12364
3139360,865,6615,12135
55026,2719,58289,302
4362765,296,1013985,29064
5878332,59,14485,11668
4148284,170,645014,1930
880840,7528,362296,7220
1937250,1182,19381,5076
245281,224643,228040,2726
4261538,216,369548,29725
3139890,33,6890,7227
24960,3992,77856,1128
4632535,1628,361462,43595
157229,14745,4436,76
61710596,0,15008,87712
553339,1192,37991,6499
1236980,353,101065,7558
114061,473,22343,180
2361499,1,5801,4761
2742760,1290,238487,9879
31466756,959,13378,42400
12789696,6,7375,16037
1546597,508,41104,2233
596110,38043,11605,385
4183193,431,50815,13859
23963,114,429,8
457236,1133,75640,2577
147024,965,257795,1223
57792,14169,41098,253
628000,6242,57883,6715
2930459,1618,49389,11705
47653,724,30713,34
4914603,3,56655,21717
2831,401,3168,138
10217302,1556,18151,23712
4378968,338,211821,21970
386479,196084,64085,1109
2707097,1460,7530,23056
58044656,1104,373137,154326
2898405,47,4150,7310
686078,1003,5193,3798
7261,189,116968,82
1215438,36949,103194,6630
203970,33820,46782,4792
117590,4035,191471,2148
1745036,98,376197,634
9099517,1857,338062,50524
14408638,458,764945,12662
58044660,1104,373137,154326
4738666,911,374475,37010
18378177,3,229716,4480
626864,993,112432,8348
52896412,878,471196,215269
1758856,195433,51362,5227
58044667,1104,373137,154318
13730162,369,273573,48165
42552,2966,398613,80
461636,2705,73746,734
210079,292,227431,1513
123270,45056,25178,593
159298,2858,46470,861
15566465,1471,20631,23992
58044667,1104,373137,154318
683917,882,39311,2168
708675,1070,46694,7867
52896412,878,471196,215269
455566,1487,94222,3992
3930957,7056,432176,35569
635261,1577,109032,4124
513453,29950,226776,2239
1704,901,21724,3
17426,1523,24793,150
4378965,338,211821,21972
474070,479,7087,1951
1340423,4124,912940,6816
25558867,11,24081,18001
182216,1114,79705,2462
251,457,704,5
74527,1793,10728,456
19157194,1714,426714,106505
27877,27509,58018,23
783485,81,1598,302
347237,669,39197,2259
1153933,629,7079,2187
210665,129,7583,763
112702,2022,54939,625
6488223,4311,286164,23753
1883621,535,212984,5351
177343,85639,257780,231
157685,2021,24536,1414
4061593,1035,7224,8381
71149,1421,33027,603
59441,26797,66841,90
2025779,1532,67410,10809
4378988,338,211821,21970
257554,1852,86789,4896
770971,8939,76585,2055
19671494,731,16523,26795
5878336,59,14485,11662
3050701,1694,21003,7891
755202,437,39773,4088
1270289,788,15914,6264
150086,494,280033,2653
389104,50393,64361,5655
1691956,5716,269050,18727
194066,2522,215579,1679
65159,43651,19237,40
345,71,1965,0
25558782,11,24081,18004
4629223,98,22539,36448
670037,1057,118262,6739
3409801,24097,22774,14488
513248,51,3655,2146
444106,783,221321,6074
1562634,1424,19481,7267
1764197,1266,13064,3921
1588038,110,158845,9294
63041883,121,77774,193047
2354992,5046,41386,13748
9099505,1857,338062,50525
124346,740,56618,311
209646,3834,377625,1601
4362788,296,1013989,29064
85837,1418,12100,1677
127917,1474,15274,2537
7765170,23,522215,30009
377022,811,262348,7784
6728,3911,18508,239
21609248,262,466472,71669
2334475,582,645964,2989
10469440,1060,745914,69122
72336618,119,35442,72608
2539747,352,401443,1600
209843,1597,21196,2268
539098,17489,157420,2916
2654613,10993,469945,20719
654525,6,135,135
1178912,488,256504,6313
206799,146,25523,2426
4183252,431,50815,13859
796065,1573,68996,3157
387412,3878,18237,1344
2261514,968,19067,13695
176590,1128,27128,2892
2521892,1535,248712,8504
95719,173,48309,1764
4362789,296,1013989,29064
730600,29302,203826,5444
1073617,88727,305212,4636
28776,2343,11434,750
181362,3634,19032,739
2742763,1290,238488,9879
186615,5504,18161,1851
94928,1897,90352,1529
2325158,608,296902,26550
131806,1793,22085,2097
593020,3273,33193,6577
89142,7231,75249,2318
1359,681,48889,1
2788801,964,18836,8329
52841,42335,96515,228
230465,3928,292041,4956
4362789,296,1013989,29064
4642187,1044,113828,9138
52896558,878,471198,215271
8329073,1062,974066,8216
58044772,1104,373138,154318
737836,1460,103480,6411
1449525,2570,11067,5771
451187,1549,51725,1006
4385416,2547,16054,17241
183613,130490,45443,241
1785043,569,14324,9266
4699562,790,278933,30206
704962,971,8332,2781
9099552,1857,338062,50524
21609236,262,466473,71673
2263421,1973,65970,982
2487087,1070,21456,8518
5837714,10,18634,20174
77997,791,18929,1431
267980,885,268436,1315
49374,672,2695,105
55730,10371,294267,44
10469441,1060,745914,69122
521919,226,141442,9691
258936,13811,22212,1534
81718,887,27883,589
19157219,1714,426716,106505
272523,1628,102214,3915
2125,974,3644,6
15566561,1471,20631,23990
420391,991,9453,892
333871,2133,5532,797
939969,250931,21228,2591
264535,1801,478036,3041
19157220,1714,426716,106505
716541,5517,50850,7264
6672880,142,6919,15364
66043,1223,73489,609
1532914,53,22225,2997
3139377,865,6615,12135
3343940,10478,257211,25477
7971,33,17678,152
6255,1063,15747,59
2550302,4457,35134,8533
968710,65110,332510,3191
127522,13340,128710,441
36949,1490,30760,342
58044712,1104,373138,154327
45443,998,8051,1008
3931001,7056,432178,35569
8618433,590,335155,55918
300498,5178,30616,729
869682,4308,207906,784
146460,68100,97303,472
1948071,1699,100457,8217
1374143,1026,382169,22886
101599,300,35874,342
11214122,1752,69288,35059
2930480,1618,49390,11702
721673,10815,64146,8457
8618433,590,335155,55918
140459,2663,9023,642
58044962,1104,373139,154318
17680,354,13597,228
58044962,1104,373139,154318
4632553,1628,361462,43600
79827,3705,20547,1118
180330,1920,70532,3205
3784,3267,12626,8
377477,10364,59491,1099
99510,5608,141904,1502
59730,3210,23856,461
1282549,586,37864,7315
444107,783,221321,6075
25558874,11,24081,18001
2742794,1290,238488,9880
4379004,338,211821,21970
4362805,296,1013994,29064
42246,87,5655,96
4362806,296,1013994,29066
3409809,24097,22774,14488
195861,4903,39331,1185
855893,1556,48508,10597
853411,8139,10662,2501
587170,1490,55502,1103
177343,85639,257780,231
11090,1422,40880,142
600466,1657,32821,1078
3540974,567,305101,37378
345636,1894,135512,4667
52896735,878,471199,215271
10623131,4624,19572,51621
58044974,1104,373139,154318
1691957,5716,269049,18727
136682,873,17194,2006
10469468,1060,745916,69122
58044976,1104,373139,154318
39399,4665,28060,1388
52896737,878,471199,215271
773882,120446,121888,3296
150877,8533,195315,739
25148526,1216,852707,133982
1291756,882,26001,5978
14404,596,9691,342
4183311,431,50817,13859
588782,110,92808,1029
6915208,0,557136,6101
1636138,764,9592,4545
755382,1425,7798,2980
337,652,7932,1
279432,251,19899,1822
278848,378,36460,2221
18351,19048,248303,175
89085,868,28243,653
392646,6044,13732,2727
3409809,24097,22774,14488
1889516,382,2779,2010
54,521,4929,0
75448,3452,81481,550
451171,1549,51726,1006
122805,59421,85398,147
116828,2130,19604,764
721673,10815,64146,8457
1421,258,374,12
140249,401,286815,923
22614,1120,9006,336
19157245,1714,426716,106504
128808,153,9692,494
1028539,1008,88532,13217
2838086,6,28000,10284
4183252,431,50817,13853
588770,110,92808,1030
4914617,3,56655,21717
2654638,10993,469945,20720
4362807,296,1013994,29066
58044924,1104,373139,154327
8458,999,24276,210
2904,897,4456,82
25558872,11,24081,18001
58044925,1104,373139,154327
578280,2005,14519,3246
2742794,1290,238488,9880
4362806,296,1013994,29064
9593998,1078,28767,35872
6915210,0,557136,6101
19157245,1714,426716,106504
1318629,791,81127,9475
57707,1973,40950,1290
1274842,1551,240129,9159
166937,3285,70032,3041
19157181,1714,426716,106503
492892,2110,149357,6347
160223,535,122334,3405
498005,966,16990,2057
3343949,10478,257212,25479
1948074,1699,100457,8216
7060,2385,2475,51
427780,19593,212173,498
1226925,446,5114,4113
960686,3261,179278,5711
3622718,410,899429,4709
1318633,791,81128,9474
1645911,375,616293,2907
395307,178,13077,2123
880890,7528,362296,7222
142824,8902,60234,4394
1870,1417,86606,34
32144,9515,166366,1128
1940062,1333,26723,8550
9417,8628,55146,84
159301,2858,46470,861
420231,2156,182387,1624
25148480,1216,852711,133980
4385420,2547,16054,17246
50424,1435,106594,1537
3079,1482,20669,101
167238,10771,13664,548
2742755,1290,238489,9879
4362822,296,1013998,29064
20574199,279,6152,4553
880863,7528,362296,7221
154951,67336,100951,360
4379026,338,211821,21971
210080,292,227432,1513
30076,13205,356672,58
371211,489,18587,5010
26629908,143,304830,120765
3692728,405,1261759,26128
184414,2485,17770,2623
10623126,4624,19572,51620
134635,914,5655,686
254320,535,34212,1649
51687,534,25737,1220
509009,3654,211434,3909
737837,1460,103484,6410
10623126,4624,19572,51620
1686120,337,1636,2425
304256,3959,69417,2649
31466840,959,13378,42396
362032,2351,28869,5232
227025,197,19179,1484
2431928,616,30298,8170
3499,975,52809,54
9594007,1078,28767,35873
451638,420,14050,326
934262,1159,15254,3445
7765195,23,522217,30015
480605,2095,102442,684
122418,5689,284984,1222
2795665,814,55776,12032
1291789,882,26002,5980
105027,528,4421,566
1073665,88728,305212,4636
1192453,4257,146101,7219
10469501,1060,745918,69124
52896887,878,471199,215270
761848,301,271872,3709
1365220,5991,40317,4519
456805,4762,166105,323
4362823,296,1013998,29064
1282569,586,37864,7315
59444,26808,66841,91
7765194,23,522217,30015
8929436,67764,230373,70162
74240,3855,23219,714
4632587,1628,361462,43596
614414,723,219658,2214
51463,3286,134804,794
21609541,262,466477,71675
1178919,488,256505,6313
880866,7528,362296,7221
46061,718,432,376
867128,482,24610,2562
939373,483,122991,4177
481314,239,8284,637
1156769,652,36077,574
58045188,1104,373140,154319
1340427,4124,912940,6816
6672916,142,6919,15364
3358147,1047,89769,21323
1418833,745,183929,1823
159651,7106,239755,1402
2742755,1290,238489,9879
176586,1128,27128,2892
146467,68102,97303,472
2354992,5046,41386,13748
309993,2082,14210,4118
628001,6242,57883,6715
236544,340,79392,5666
25059,5413,154589,719
49994906,3,37972,146692
330593,1791,22794,2615
17471348,488,384687,65501
25558874,11,24081,18001
95913,90117,284367,45
1270056,7911,41911,9199
58045123,1104,373140,154328
766885,711,150639,6511
935559,17,121449,8188
939972,250931,21228,2591
331981,9724,161211,6359
118163,465,5959,896
112895,99595,32499,199
237313,6376,124509,1334
1136786,13795,65651,7022
38029,1655,90045,265
58842,560,19949,404
620788,3586,161695,621
58045203,1104,373140,154319
10574517,20,95891,17600
209616,3834,377639,1601
63042136,121,77774,193047
13730317,369,273574,48166
223362,7695,20074,806
425231,1263,22055,2412
97315,8175,16781,454
180327,1920,70532,3205
1318619,791,81128,9474
34147505,48,8195,39064
1172167,129,515450,6371
487,480,10990,0
642093,1725,68211,7138
63042170,121,77774,193047
221980,901,40132,893
549625,460,97862,4001
3409832,24097,22774,14488
13032,12873,131739,0
3094857,686,419329,21670
52896889,878,471199,215267
139145,1,1932,257
63042236,121,77774,193048
25558873,11,24081,18001
1482279,247,28006,3400
8929454,67764,230373,70162
1230238,266,351209,480
18964,2339,2691,129
81317,4055,48209,1896
4930,1577,115324,16
11725,5779,167160,135
8618478,590,335158,55919
7765226,23,522219,30011
69857,4986,49056,1771
8929454,67764,230373,70162
175658,119001,443284,185
1103797,2588,21669,3775
386518,2529,43063,2179
1533078,53,22226,2997
10469446,1060,745920,69120
156480,47,8988,555
315380,39403,50264,935
19093,1802,32857,419
968718,65112,332517,3190
17527,15153,10689,5
2788792,964,18837,8329
120882,2391,39781,2488
309018,7334,14619,2043
2254227,73,37397,12526
4183399,431,50817,13860
4183336,431,50817,13854
204665,1358,39703,1199
34148344,48,8195,39067
8618483,590,335158,55919
138099,2247,37451,2434
9099618,1857,338065,50525
3140204,33,6890,7228
643803,2032,63031,2680
27788,1935,64526,1022
1166692,1074,45805,12476
369122,5660,13169,2621
8504,1706,10957,5
92881,2215,51932,570
23633,2895,9596,993
88,51,225,1
434730,2672,8510,2948
730599,29302,203826,5442
424838,204,18553,1415
730599,29302,203826,5442
92892,2215,51932,570
98095,2576,140749,1122
539110,17491,157426,2916
34147538,48,8195,39064
1077217,250,27190,6214
2185630,1995,12517,1769
129290,669,47566,277
5049926,32,219616,764
16487,2136,5519,346
986642,7499,47038,8139
1226953,446,5114,4113
12502338,2324,23191,27795
58045347,1104,373140,154329
19157238,1714,426718,106505
25558786,11,24081,18004
233563,242,6909,2154
425231,1263,22055,2412
131077,1771,25004,3267
549626,460,97862,4001
79143,1220,113649,1887
247296,56422,66718,1331
17471429,488,384688,65503
4362846,296,1014003,29066
3692779,405,1261762,26126
194067,2522,215582,1679
38263,554,7706,852
160464,4149,17958,2320
25148681,1216,852719,133977
29955,28714,16226,38
488332,5999,22508,1909
53380,1504,35137,726
41532,7465,54092,577
1645884,375,616293,2910
178737,129,11614,1169
1430042,418,42543,513
3529,1554,10676,10
549626,460,97862,4001
13704,609,3065,104
270938,8256,108897,1537
4699604,790,278933,30206
2421,4924,29996,19
318289,3771,165375,6426
9837,5461,26454,4
17378,5130,9911,461
1272092,794,41732,7725
1444494,3637,356129,2213
11358936,5582,600062,82366
1245003,849,3447,3107
25558870,11,24081,18002
1872,3405,20827,2
5906844,565,12452,18133
17471399,488,384688,65501
7765262,23,522220,30012
12200,3913,11021,192
730607,29302,203826,5441
1403492,6792,347060,9394
21609840,262,466481,71674
164541,4804,130267,2363
7765247,23,522220,30016
89141,7231,75250,2318
1781283,943,128768,7782
164521,5227,57034,4404
33112,10,1684,189
63042284,121,77774,193047
2742760,1290,238490,9879
356995,1177,172319,2877
18022,2432,13546,425
